ref,state,constituency,won status,votes,(votes),Name,Party Name
1604,Andhra Pradesh,Eluru(10),,22515,( -723836),NOTA,None of the Above
1605,Andhra Pradesh,Amalapuram (SC)(7),won,796981,(+ 342196),G M HARISH (BALAYOGI),Telugu Desam
1606,Andhra Pradesh,Amalapuram (SC)(7),lost,454785,( -342196),RAPAKA VARAPRASADA RAO,Yuvajana Sramika Rythu Congress Party
1607,Andhra Pradesh,Amalapuram (SC)(7),lost,15082,( -781899),GOUTHAM JANGA,Indian National Congress
1608,Andhra Pradesh,Amalapuram (SC)(7),lost,5388,( -791593),DORABABU YALLA,Bahujan Samaj Party
1609,Andhra Pradesh,Amalapuram (SC)(7),lost,3741,( -793240),KATRU NAGA BABU,Telugu Nava Garjana Party
1610,Andhra Pradesh,Amalapuram (SC)(7),lost,2977,( -794004),VADDI LALITH KUMAR,Independent
1611,Andhra Pradesh,Amalapuram (SC)(7),lost,2111,( -794870),MAKEY DAVY PRASAD,Independent
1612,Andhra Pradesh,Amalapuram (SC)(7),lost,1745,( -795236),GUDE VENKATESWARULU,Independent
1613,Andhra Pradesh,Amalapuram (SC)(7),lost,872,( -796109),RAMESH JILLELLA,Jatiya Jana Sena Party
1614,Andhra Pradesh,Amalapuram (SC)(7),lost,740,( -796241),YALANGI RAMESH,Jaibhim Rao Bharat Party
1615,Andhra Pradesh,Amalapuram (SC)(7),lost,726,( -796255),GIDDI JNANA PRAKASA RAO,Republican Party of India
1616,Andhra Pradesh,Amalapuram (SC)(7),lost,719,( -796262),MATHA KRISHNA,Pyramid Party of India
1617,Andhra Pradesh,Amalapuram (SC)(7),lost,635,( -796346),YADLA RAJESH,Liberation Congress Party
1618,Andhra Pradesh,Amalapuram (SC)(7),lost,581,( -796400),KAPA KALYAN,Republican Party of India (A)
1619,Andhra Pradesh,Amalapuram (SC)(7),lost,505,( -796476),PATHURI RAMESH,Peoples Party of India (Democratic)
1620,Andhra Pradesh,Amalapuram (SC)(7),,13518,( -783463),NOTA,None of the Above
1621,Andhra Pradesh,Visakhapatnam(4),won,907467,(+ 504247),SRIBHARAT MATHUKUMILI,Telugu Desam
1622,Andhra Pradesh,Visakhapatnam(4),lost,403220,( -504247),JHANSI LAKSHMI. BOTCHA.,Yuvajana Sramika Rythu Congress Party
1623,Andhra Pradesh,Visakhapatnam(4),lost,30267,( -877200),P. SATYA REDDY,Indian National Congress
1624,Andhra Pradesh,Visakhapatnam(4),lost,7696,( -899771),K.A. PAUL,Praja Shanthi Party
1625,Andhra Pradesh,Visakhapatnam(4),lost,6091,( -901376),PEDAPENKI SIVA PRASADA RAO,Bahujan Samaj Party
1626,Andhra Pradesh,Visakhapatnam(4),lost,4884,( -902583),BIKKAVOLU. CHALAMAJI,Navarang Congress Party
1627,Andhra Pradesh,Visakhapatnam(4),lost,2537,( -904930),V.N. SATYA NARAYANA,Rashtriya Praja Congress  (Secular)
1628,Andhra Pradesh,Visakhapatnam(4),lost,1993,( -905474),ARUNA SRI MURALA,Independent
1629,Andhra Pradesh,Visakhapatnam(4),lost,1933,( -905534),VASUPILLI SURESH,Independent
1630,Andhra Pradesh,Visakhapatnam(4),lost,1818,( -905649),SONDI KRISHNA.,Independent
1631,Andhra Pradesh,Visakhapatnam(4),lost,1109,( -906358),ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party
1632,Andhra Pradesh,Visakhapatnam(4),lost,950,( -906517),DR. GANAPATHI KONGARAPU.,Republican Party of India (A)
1633,Andhra Pradesh,Visakhapatnam(4),lost,948,( -906519),BANNA. RAMESH,Dalita Bahujana Party
1634,Andhra Pradesh,Visakhapatnam(4),lost,882,( -906585),P. SATYA VANI,Pyramid Party of India
1635,Andhra Pradesh,Visakhapatnam(4),lost,767,( -906700),DURGA PRASAD. GUNTU,Bhartiya Rashtriya Dal
1636,Andhra Pradesh,Visakhapatnam(4),lost,757,( -906710),CHAPPIDI RAMU,Independent
1637,Andhra Pradesh,Visakhapatnam(4),lost,742,( -906725),M.G.M. KHAN,Independent
1638,Andhra Pradesh,Visakhapatnam(4),lost,661,( -906806),SHANKAR DEVARA YADAV,Independent
1639,Andhra Pradesh,Visakhapatnam(4),lost,647,( -906820),VENU MADHAV KARRI,Independent
1640,Andhra Pradesh,Visakhapatnam(4),lost,638,( -906829),DR. ACHUTHA BALAJI YADAV (MURAPALA),Bharatha Chaitanya Yuvajana Party
1641,Andhra Pradesh,Visakhapatnam(4),lost,633,( -906834),THOTA VENKATA SAI MUKUND,Praja Prasthanam Party
1642,Andhra Pradesh,Visakhapatnam(4),lost,580,( -906887),PIDIDHI APPARAO,Independent
1643,Andhra Pradesh,Visakhapatnam(4),lost,543,( -906924),G.A.N. ANAND,Independent
1644,Andhra Pradesh,Visakhapatnam(4),lost,520,( -906947),VADDI. HARI GANESH,Independent
1645,Andhra Pradesh,Visakhapatnam(4),lost,500,( -906967),JANARDHAN PONNADA.,Independent
1646,Andhra Pradesh,Visakhapatnam(4),lost,500,( -906967),GANAPATHI. JAGADEESWARA RAO (JAGADEESH),Jai Maha Bharath Party
1647,Andhra Pradesh,Visakhapatnam(4),lost,466,( -907001),JALADI VIJAYA KUMARI,Samajwadi Party
1648,Andhra Pradesh,Visakhapatnam(4),lost,448,( -907019),CHINTADA SURYAM,Naba Bharata Nirmana Seva Party
1649,Andhra Pradesh,Visakhapatnam(4),lost,393,( -907074),GANDIKOTA RAJESH,Navataram Party
1650,Andhra Pradesh,Visakhapatnam(4),lost,329,( -907138),KOLLI NAGA RAJU,Independent
1651,Andhra Pradesh,Visakhapatnam(4),lost,326,( -907141),METTA RAMA RAO,Independent
1652,Andhra Pradesh,Visakhapatnam(4),lost,294,( -907173),LAGUDU. GOVINDA RAO,Independent
1653,Andhra Pradesh,Visakhapatnam(4),lost,273,( -907194),MALLA SRAVANI,Independent
1654,Andhra Pradesh,Visakhapatnam(4),,5313,( -902154),NOTA,None of the Above
1655,Andhra Pradesh,Vizianagaram(3),won,743113,(+ 249351),APPALANAIDU KALISETTI,Telugu Desam
1656,Andhra Pradesh,Vizianagaram(3),lost,493762,( -249351),BELLANA CHANDRASEKHAR,Yuvajana Sramika Rythu Congress Party
1657,Andhra Pradesh,Vizianagaram(3),lost,10623,( -732490),BOBBILI SRINU,Indian National Congress
1658,Andhra Pradesh,Vizianagaram(3),lost,8038,( -735075),PEERUBANDI PRAKASH RAO,Bahujan Samaj Party
1659,Andhra Pradesh,Vizianagaram(3),lost,4152,( -738961),VELURI VENKATA TRINADHARAO,Independent
1660,Andhra Pradesh,Vizianagaram(3),lost,3401,( -739712),ALLU SRIRAMULU,Independent
1661,Andhra Pradesh,Vizianagaram(3),lost,3107,( -740006),SIYYADULA YELLA RAO,Independent
1662,Andhra Pradesh,Vizianagaram(3),lost,1761,( -741352),SRINIVASA RAO SAMBHANA,Yuga Thulasi Party
1663,Andhra Pradesh,Vizianagaram(3),lost,1629,( -741484),MARISERLA KRISHNAMURTHY NAIDU,Independent
1664,Andhra Pradesh,Vizianagaram(3),lost,1553,( -741560),VANGAPANDU MAHESWARA RAO,Naba Bharata Nirmana Seva Party
1665,Andhra Pradesh,Vizianagaram(3),lost,1411,( -741702),CHINNAM ARUNA KUMAR,Jaibhim Rao Bharat Party
1666,Andhra Pradesh,Vizianagaram(3),lost,1070,( -742043),ATCHIYYA NAIDU SAMIREDDY,Samajwadi Party
1667,Andhra Pradesh,Vizianagaram(3),lost,856,( -742257),ADINARAYANA TADDI,Independent
1668,Andhra Pradesh,Vizianagaram(3),lost,791,( -742322),P V A ANANDA SAGAR,Independent
1669,Andhra Pradesh,Vizianagaram(3),lost,725,( -742388),SAKHINETI ANANTHA RAJU,Pyramid Party of India
1670,Andhra Pradesh,Vizianagaram(3),,23250,( -719863),NOTA,None of the Above
1671,Andhra Pradesh,Srikakulam(2),won,754328,(+ 327901),KINJARAPU RAMMOHAN NAIDU,Telugu Desam
1672,Andhra Pradesh,Srikakulam(2),lost,426427,( -327901),TILAK PERADA,Yuvajana Sramika Rythu Congress Party
1673,Andhra Pradesh,Srikakulam(2),lost,7172,( -747156),PEDADA PARAMESWARA RAO,Indian National Congress
1674,Andhra Pradesh,Srikakulam(2),lost,5958,( -748370),SANAPALA SRAVAN KUMAR,Independent
1675,Andhra Pradesh,Srikakulam(2),lost,4742,( -749586),NAIDUGARI RAJASEKHAR,Bahujan Samaj Party
1676,Andhra Pradesh,Srikakulam(2),lost,3598,( -750730),VABA YOGESWARA RAO,Independent
1677,Andhra Pradesh,Srikakulam(2),lost,2536,( -751792),BETHA VIVEKANANDA MAHARAJ,Independent
1678,Andhra Pradesh,Srikakulam(2),lost,1605,( -752723),YEDDU LAKSHMINARAYANA,Independent
1679,Andhra Pradesh,Srikakulam(2),lost,1357,( -752971),BORUBADRA CHANDRAKALA,Bharatha Chaitanya Yuvajana Party
1680,Andhra Pradesh,Srikakulam(2),lost,1130,( -753198),IPPILI SEETHARAJU,Jai Bharat National Party
1681,Andhra Pradesh,Srikakulam(2),lost,818,( -753510),KAYA DURGARAO,Navarang Congress Party
1682,Andhra Pradesh,Srikakulam(2),lost,816,( -753512),CHELLURI DANIYAL,Independent
1683,Andhra Pradesh,Srikakulam(2),lost,594,( -753734),BOMMALI TIRUPATI RAO,Pyramid Party of India
1684,Andhra Pradesh,Srikakulam(2),,24605,( -729723),NOTA,None of the Above
1685,Andhra Pradesh,Thirupathi(SC)(23),won,632228,(+ 14569),GURUMOORTHY MADDILA,Yuvajana Sramika Rythu Congress Party
1686,Andhra Pradesh,Thirupathi(SC)(23),lost,617659,( -14569),VARA PRASAD RAO VELAGAPALLI,Bharatiya Janata Party
1687,Andhra Pradesh,Thirupathi(SC)(23),lost,65523,( -566705),CHINTA MOHAN,Indian National Congress
1688,Andhra Pradesh,Thirupathi(SC)(23),lost,10506,( -621722),PENUMURU. GURAPPA,Bahujan Samaj Party
1689,Andhra Pradesh,Thirupathi(SC)(23),lost,5802,( -626426),KATTAMANCHI. PRABHAKAR,Independent
1690,Andhra Pradesh,Thirupathi(SC)(23),lost,5425,( -626803),M UMADEVI,Janata Congress
1691,Andhra Pradesh,Thirupathi(SC)(23),lost,4970,( -627258),ALLAM.RAJA,Independent
1692,Andhra Pradesh,Thirupathi(SC)(23),lost,4302,( -627926),VIJAY KUMAR G.SRKR,Liberation Congress Party
1693,Andhra Pradesh,Thirupathi(SC)(23),lost,3666,( -628562),ANJAIAH.P,Republican Party of India (A)
1694,Andhra Pradesh,Thirupathi(SC)(23),lost,1731,( -630497),V.C. NAVEEN GUPTA,Independent
1695,Andhra Pradesh,Thirupathi(SC)(23),lost,1698,( -630530),A. VARAPRASAD,Jatiya Jana Sena Party
1696,Andhra Pradesh,Thirupathi(SC)(23),lost,1568,( -630660),SYAMDHAN KURAPATI,Aihra National Party
1697,Andhra Pradesh,Thirupathi(SC)(23),lost,1515,( -630713),C. PUNYAMURTHY,United Republican Party of India
1698,Andhra Pradesh,Thirupathi(SC)(23),lost,1510,( -630718),KARRA SIVA,Pyramid Party of India
1699,Andhra Pradesh,Thirupathi(SC)(23),lost,1389,( -630839),VELURU. THEJOVATHI,Samajwadi Party
1700,Andhra Pradesh,Thirupathi(SC)(23),lost,1239,( -630989),C. DAVID,Indian Believers Party (IBP)
1701,Andhra Pradesh,Thirupathi(SC)(23),lost,1204,( -631024),K. JEEVARATHNAM,Independent
1702,Andhra Pradesh,Thirupathi(SC)(23),lost,1087,( -631141),DASARI. GOWTHAM,Independent
1703,Andhra Pradesh,Thirupathi(SC)(23),lost,801,( -631427),VIJAYA KUMAR.G,Independent
1704,Andhra Pradesh,Thirupathi(SC)(23),lost,711,( -631517),A. MADHU,Jai Hindustan Party
1705,Andhra Pradesh,Thirupathi(SC)(23),lost,688,( -631540),B. BHARANI BAS,Ambedkar National Congress
1706,Andhra Pradesh,Thirupathi(SC)(23),lost,622,( -631606),Y. MAHESH,Independent
1707,Andhra Pradesh,Thirupathi(SC)(23),lost,608,( -631620),PRASAD PATIBANDLA,Independent
1708,Andhra Pradesh,Thirupathi(SC)(23),,16118,( -616110),NOTA,None of the Above
1709,Andhra Pradesh,Kadapa(21),won,605143,(+ 62695),Y. S. AVINASH REDDY,Yuvajana Sramika Rythu Congress Party
1710,Andhra Pradesh,Kadapa(21),lost,542448,( -62695),CHADIPIRALLA BHUPESH SUBBARAMI REDDY,Telugu Desam
1711,Andhra Pradesh,Kadapa(21),lost,141039,( -464104),Y.S. SHARMILA REDDY,Indian National Congress
1712,Andhra Pradesh,Kadapa(21),lost,3810,( -601333),PANDITI. GURAPPA.,Bahujan Samaj Party
1713,Andhra Pradesh,Kadapa(21),lost,3570,( -601573),VENU GOPAL RACHINENI,Rashtriya Praja Congress  (Secular)
1714,Andhra Pradesh,Kadapa(21),lost,2430,( -602713),CHINNAPUREDDY GOPALA KRISHNA REDDY,Independent
1715,Andhra Pradesh,Kadapa(21),lost,2333,( -602810),KUNCHAM. VENKATA SUBBA REDDY,Rayalaseema Rashtra Samithi
1716,Andhra Pradesh,Kadapa(21),lost,1088,( -604055),L. KHAJA HUSSAIN,Independent
1717,Andhra Pradesh,Kadapa(21),lost,755,( -604388),ANKIREDDY. SURESH KUMAR REDDY.,All India Forward Bloc
1718,Andhra Pradesh,Kadapa(21),lost,647,( -604496),KAKARLA SHANMUKHA REDDY,Independent
1719,Andhra Pradesh,Kadapa(21),lost,624,( -604519),PALLE RAMESH,Jaibhim Rao Bharat Party
1720,Andhra Pradesh,Kadapa(21),lost,439,( -604704),CHAN BASHA. S,Anna YSR Congress Party
1721,Andhra Pradesh,Kadapa(21),lost,434,( -604709),J. V. RAMANA,Jaathia Chethi Vruthula Ikya Vedika Party
1722,Andhra Pradesh,Kadapa(21),lost,369,( -604774),MALIKIREDDY. HANUMANTHA REDDY,Jana Sahayaka Sakthi
1723,Andhra Pradesh,Kadapa(21),,16846,( -588297),NOTA,None of the Above
1724,Andhra Pradesh,Araku (ST)(1),won,477005,(+ 50580),GUMMA THANUJA RANI,Yuvajana Sramika Rythu Congress Party
1725,Andhra Pradesh,Araku (ST)(1),lost,426425,( -50580),KOTHAPALLI GEETHA,Bharatiya Janata Party
1726,Andhra Pradesh,Araku (ST)(1),lost,123129,( -353876),APPALANARASA PACHIPENTA,Communist Party of India  (Marxist)
1727,Andhra Pradesh,Araku (ST)(1),lost,25750,( -451255),AVASHYA LAHARI . VARAM,Bahujan Samaj Party
1728,Andhra Pradesh,Araku (ST)(1),lost,9535,( -467470),SAMAREDDY BALAKRISHNA,Independent
1729,Andhra Pradesh,Araku (ST)(1),lost,9462,( -467543),NIMMAKA JAYARAJU,Independent
1730,Andhra Pradesh,Araku (ST)(1),lost,8136,( -468869),ATHIDHI,Independent
1731,Andhra Pradesh,Araku (ST)(1),lost,7252,( -469753),CHANTI BADNAINA,Jai Bharat National Party
1732,Andhra Pradesh,Araku (ST)(1),lost,6766,( -470239),MOTTADAM . RAJABABU,Bharat Adivasi Party
1733,Andhra Pradesh,Araku (ST)(1),lost,6047,( -470958),RANJITH KUMAR PALAKA,Independent
1734,Andhra Pradesh,Araku (ST)(1),lost,4967,( -472038),MANDALA GIRIDHARA RAO,Independent
1735,Andhra Pradesh,Araku (ST)(1),lost,4959,( -472046),RAMBABU JALLI,Telugu Rajadhikara Samiti Party
1736,Andhra Pradesh,Araku (ST)(1),lost,4542,( -472463),VUYAKA NIREEKSHAN  (V. CHENCHU),India Praja Bandhu Party
1737,Andhra Pradesh,Araku (ST)(1),,50470,( -426535),NOTA,None of the Above
1738,Andhra Pradesh,Rajahmundry(8),won,726515,(+ 239139),DAGGUBATI PURANDHESHWARI,Bharatiya Janata Party
1739,Andhra Pradesh,Rajahmundry(8),lost,487376,( -239139),DR. GUDURI SRINIVAS,Yuvajana Sramika Rythu Congress Party
1740,Andhra Pradesh,Rajahmundry(8),lost,32508,( -694007),GIDUGU RUDRARAJU,Indian National Congress
1741,Andhra Pradesh,Rajahmundry(8),lost,20409,( -706106),GANESWARA RAO PARAMATA,Bahujan Samaj Party
1742,Andhra Pradesh,Rajahmundry(8),lost,17008,( -709507),BATTULA BALARAMAKRISHNA,Navarang Congress Party
1743,Andhra Pradesh,Rajahmundry(8),lost,3278,( -723237),SALOPANTULA RAGHAVENDRA RAO,Independent
1744,Andhra Pradesh,Rajahmundry(8),lost,3115,( -723400),DR. MEDISI RATNARAO ALIAS VINAY,Independent
1745,Andhra Pradesh,Rajahmundry(8),lost,2833,( -723682),MOHANARAO SINGULURI,Jai Bharat National Party
1746,Andhra Pradesh,Rajahmundry(8),lost,2429,( -724086),MEDA SRINIVASA RAO,Rashtriya Praja Congress  (Secular)
1747,Andhra Pradesh,Rajahmundry(8),lost,2179,( -724336),BOMMANABOINA VSR MURTHY,Independent
1748,Andhra Pradesh,Rajahmundry(8),lost,1958,( -724557),BHANU CHANDAR KURUVELLA,Independent
1749,Andhra Pradesh,Rajahmundry(8),lost,1254,( -725261),JALLI BALA NAVEENA,Independent
1750,Andhra Pradesh,Rajahmundry(8),,24435,( -702080),NOTA,None of the Above
1751,Andhra Pradesh,Anakapalle(5),won,762069,(+ 296530),C.M.RAMESH,Bharatiya Janata Party
1752,Andhra Pradesh,Anakapalle(5),lost,465539,( -296530),BUDI MUTYALA NAIDU,Yuvajana Sramika Rythu Congress Party
1753,Andhra Pradesh,Anakapalle(5),lost,25651,( -736418),VEGI VENKATESH,Indian National Congress
1754,Andhra Pradesh,Anakapalle(5),lost,19157,( -742912),PALAKA SREERAMA MURTHY,Bahujan Samaj Party
1755,Andhra Pradesh,Anakapalle(5),lost,4002,( -758067),VANKAYALA RAMACHANDRA RAO,Independent
1756,Andhra Pradesh,Anakapalle(5),lost,3852,( -758217),LOVARAJU SIDDHA,Independent
1757,Andhra Pradesh,Anakapalle(5),lost,3557,( -758512),KRISHNA SWAROOP VADLAMURI,Dalita Bahujana Party
1758,Andhra Pradesh,Anakapalle(5),lost,3124,( -758945),GARA SURYA RAO,Independent
1759,Andhra Pradesh,Anakapalle(5),lost,2619,( -759450),APPALA RAJU NAMMI,Bharatha Chaitanya Yuvajana Party
1760,Andhra Pradesh,Anakapalle(5),lost,2184,( -759885),NAGESWARA RAO PETLA,Independent
1761,Andhra Pradesh,Anakapalle(5),lost,1913,( -760156),ADARI SARAT CHANDRA,Jai Bharat National Party
1762,Andhra Pradesh,Anakapalle(5),lost,1591,( -760478),VIJAYA LAKSHMI KARRI,Pyramid Party of India
1763,Andhra Pradesh,Anakapalle(5),lost,1576,( -760493),DR. THUMMAPALA HARI  SHANKAR,Independent
1764,Andhra Pradesh,Anakapalle(5),lost,1201,( -760868),JUNNURI J SRINIVAS,Independent
1765,Andhra Pradesh,Anakapalle(5),lost,1062,( -761007),APPALANAIDU TUMMAGUNTA,Independent
1766,Andhra Pradesh,Anakapalle(5),,26235,( -735834),NOTA,None of the Above
1767,West Bengal,Bolpur(41),won,855633,(+ 327253),ASIT KUMAR MAL,All India Trinamool Congress
1768,West Bengal,Bolpur(41),lost,528380,( -327253),PIYA SAHA,Bharatiya Janata Party
1769,West Bengal,Bolpur(41),lost,99383,( -756250),SHYAMALI PRADHAN,Communist Party of India  (Marxist)
1770,West Bengal,Bolpur(41),lost,7829,( -847804),ATUL CHANDRA BAURI,Independent
1771,West Bengal,Bolpur(41),lost,7039,( -848594),DR MANIK CHANDRA PRODHAN,Bahujan Samaj Party
1772,West Bengal,Bolpur(41),lost,3640,( -851993),SHANTA DAS,Mulnibasi Party of India
1773,West Bengal,Bolpur(41),lost,2792,( -852841),BIJOY DOLUI,Socialist Unity Centre Of India (COMMUNIST)
1774,West Bengal,Bolpur(41),lost,2052,( -853581),MANTU DHIBAR,Hindustan Shakti Sena
1775,West Bengal,Bolpur(41),,21722,( -833911),NOTA,None of the Above
1776,West Bengal,Asansol(40),won,605645,(+ 59564),SHATRUGHAN PRASAD SINHA,All India Trinamool Congress
1777,West Bengal,Asansol(40),lost,546081,( -59564),SURENDRAJEET SINGH AHLUWALIA,Bharatiya Janata Party
1778,West Bengal,Asansol(40),lost,105964,( -499681),JAHANARA KHAN,Communist Party of India  (Marxist)
1779,West Bengal,Asansol(40),lost,10647,( -594998),DIPIKA BAURI,Independent
1780,West Bengal,Asansol(40),lost,8575,( -597070),SUNNY KUMAR SAH,Bahujan Samaj Party
1781,West Bengal,Asansol(40),lost,4760,( -600885),SUJIT PAL,Independent
1782,West Bengal,Asansol(40),lost,4358,( -601287),AMARNATH CHOWDHURY,Socialist Unity Centre Of India (COMMUNIST)
1783,West Bengal,Asansol(40),,15510,( -590135),NOTA,None of the Above
1784,West Bengal,Bardhaman-Durgapur(39),won,720667,(+ 137981),AZAD KIRTI JHA,All India Trinamool Congress
1785,West Bengal,Bardhaman-Durgapur(39),lost,582686,( -137981),DILIP GHOSH,Bharatiya Janata Party
1786,West Bengal,Bardhaman-Durgapur(39),lost,153829,( -566838),SUKRITI GHOSAL,Communist Party of India  (Marxist)
1787,West Bengal,Bardhaman-Durgapur(39),lost,7142,( -713525),LUXMI NARAYAN KORA,Independent
1788,West Bengal,Bardhaman-Durgapur(39),lost,6856,( -713811),PRABHU NATH SAH,Bahujan Samaj Party
1789,West Bengal,Bardhaman-Durgapur(39),lost,3469,( -717198),TASBIRUL ISLAM,Socialist Unity Centre Of India (COMMUNIST)
1790,West Bengal,Bardhaman-Durgapur(39),lost,3111,( -717556),REENA LEONG,Independent
1791,West Bengal,Bardhaman-Durgapur(39),lost,2418,( -718249),MIR SAKIMUDDIN,The National Road Map Party of India
1792,West Bengal,Bardhaman-Durgapur(39),,21595,( -699072),NOTA,None of the Above
1793,West Bengal,Bardhaman Purba(38),won,720302,(+ 160572),DR. SHARMILA SARKAR,All India Trinamool Congress
1794,West Bengal,Bardhaman Purba(38),lost,559730,( -160572),ASIM KUMAR SARKAR,Bharatiya Janata Party
1795,West Bengal,Bardhaman Purba(38),lost,176899,( -543403),NIRAB KHAN,Communist Party of India  (Marxist)
1796,West Bengal,Bardhaman Purba(38),lost,10976,( -709326),NIRMAL MAJHI,Socialist Unity Centre Of India (COMMUNIST)
1797,West Bengal,Bardhaman Purba(38),lost,7631,( -712671),MUKUL BISWAS,Bahujan Samaj Party
1798,West Bengal,Bardhaman Purba(38),lost,4893,( -715409),SHARMILA SARKAR,Independent
1799,West Bengal,Bardhaman Purba(38),lost,4182,( -716120),SAJAL KUMAR DE,Communist Party of India  (Marxist-Leninist)  (Liberation)
1800,West Bengal,Bardhaman Purba(38),,12697,( -707605),NOTA,None of the Above
1801,West Bengal,Bankura(36),won,641813,(+ 32778),ARUP CHAKRABORTY,All India Trinamool Congress
1802,West Bengal,Bankura(36),lost,609035,( -32778),DR. SUBHAS SARKAR,Bharatiya Janata Party
1803,West Bengal,Bankura(36),lost,105359,( -536454),NILANJAN DASGUPTA,Communist Party of India  (Marxist)
1804,West Bengal,Bankura(36),lost,18569,( -623244),SURAJIT SINGH KURMALI,Independent
1805,West Bengal,Bankura(36),lost,9101,( -632712),GOPAL MURMU,Ambedkarite Party of India
1806,West Bengal,Bankura(36),lost,8796,( -633017),DIPA BOURI,Bahujan Samaj Party
1807,West Bengal,Bankura(36),lost,6717,( -635096),MARSHAL TUDU,Independent
1808,West Bengal,Bankura(36),lost,5529,( -636284),TARA SHANKAR GOPE,Socialist Unity Centre Of India (COMMUNIST)
1809,West Bengal,Bankura(36),lost,4622,( -637191),SANDIP KUMAR DEY,Independent
1810,West Bengal,Bankura(36),lost,3541,( -638272),SAMAR KUMAR BISWAS,Kisan Mazdoor Sangharsh Party
1811,West Bengal,Bankura(36),lost,3506,( -638307),JIBAN CHAKRABORTY,Independent
1812,West Bengal,Bankura(36),lost,2796,( -639017),KARTIK CHANDRA BAURI,Independent
1813,West Bengal,Bankura(36),lost,2081,( -639732),GOUR CHANDRA HEMBRAM,Independent
1814,West Bengal,Bankura(36),,26209,( -615604),NOTA,None of the Above
1815,West Bengal,Medinipur(34),won,702192,(+ 27191),JUNE MALIAH,All India Trinamool Congress
1816,West Bengal,Medinipur(34),lost,675001,( -27191),AGNIMITRA PAUL,Bharatiya Janata Party
1817,West Bengal,Medinipur(34),lost,57785,( -644407),BIPLAB BHATTA,Communist Party of India
1818,West Bengal,Medinipur(34),lost,9791,( -692401),ANINDITA JANA,Socialist Unity Centre Of India (COMMUNIST)
1819,West Bengal,Medinipur(34),lost,8711,( -693481),SANJIB DEY,Independent
1820,West Bengal,Medinipur(34),lost,6503,( -695689),ANJAN (BABALU) MANDAL,Bahujan Samaj Party
1821,West Bengal,Medinipur(34),lost,4250,( -697942),KAMALESH MAHATA,Independent
1822,West Bengal,Medinipur(34),lost,2762,( -699430),SUKESH CHANDRA PALMAL,Independent
1823,West Bengal,Medinipur(34),lost,2144,( -700048),BISWAJIT DAS,Independent
1824,West Bengal,Medinipur(34),,12424,( -689768),NOTA,None of the Above
1825,West Bengal,Jhargram(33),won,743478,(+ 174048),KALIPADA SAREN (KHERWAL),All India Trinamool Congress
1826,West Bengal,Jhargram(33),lost,569430,( -174048),DR. PRANAT TUDU,Bharatiya Janata Party
1827,West Bengal,Jhargram(33),lost,77302,( -666176),SONAMANI TUDU,Communist Party of India  (Marxist)
1828,West Bengal,Jhargram(33),lost,19494,( -723984),SURYA SINGH BESRA,Jharkhand People's Party
1829,West Bengal,Jhargram(33),lost,12087,( -731391),BARUN MAHATO,Independent
1830,West Bengal,Jhargram(33),lost,11989,( -731489),ARUNKUMAR HANSDA,Bahujan Samaj Party
1831,West Bengal,Jhargram(33),lost,10787,( -732691),SURENDRANATH SING,Independent
